id,age,age_group,race,dins,primary_crime,crime_class,min_years,min_months,max_years,max_months,severity,official_crime_type,decision
"301","31","30-39","W","1","DWAI DRUGS 2ND","E","1","0","3","0","E1  ","PDO","YES"
"302","27","25-29","B","2","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"303","42","40+","B","5","ATT CPW-3/NON-VFO","E","2","0","4","0","E1","CVO","NO"
"304","45","40+","B","2","CPW-3/VFO","D","6","6","7","0","B1D1D1","VFO","NO"
"305","38","30-39","H","2","MANSLAUGHTER-2","C","3","0","6","0","C1","CVO","YES"
"306","48","40+","B","3","CP FORG INST-2","D","2","6","5","0","D1","PDO","NO"
"307","34","30-39","B","2","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","YES"
"308","38","30-39","W","2","CRIM CONTEMPT-1","E","2","11","3","6","D1E1","PDO","NO"
"309","20","<25","W","1","ATT BURGLARY-2","D","1","8","3","0","D1  ","VFO","YES"
"310","41","40+","W","1","RAPE-1 >78","B","20","0","99","99","A1A1B1","VFO","NO"
"311","23","<25","B","2","ATT CPW-3/NON-VFO","E","1","6","3","0","E1","CVO","NO"
"312","41","40+","B","3","ATT CPW-3/NON-VFO","E","1","6","3","0","E1","CVO","NO"
"313","59","40+","B","1","RAPE-1 >78","B","20","0","40","0","B2B1C1","VFO","NO"
"314","34","30-39","B","3","PRISON CONTR-1","D","2","0","4","0","D1","PDO","NO"
"315","54","40+","B","3","CPW-3/NON-VFO","D","1","6","3","0","D1E1","CVO","NO"
"316","27","25-29","H","1","CP FORG INST-1","C","1","0","3","0","C1  ","PDO","YES"
"317","34","30-39","B","2","ATT CSCS-3 >79","C","8","0","9","0","C1D1D1","PDO","NO"
"318","29","25-29","W","1","ATT BURGLARY-3","E","1","0","3","0","E1","PDO","NO"
"319","59","40+","H","6","ATT ASSAULT-1 >96","C","4","3","5","0","C1  ","VFO","NO"
"320","52","40+","B","3","AGGR UNLIC OP 1","E","1","0","3","0","E1E1","PDO","NO"
"321","38","30-39","H","2","PRISON CONTR-1","D","3","6","7","0","D1","PDO","NO"
"322","29","25-29","B","2","CONSPIRACY-4","E","2","0","4","0","E1","PDO","NO"
"323","31","30-39","B","1","ROBBERY-1 >78","B","8","6","10","0","B1E1 ","VFO","NO"
"324","49","40+","W","6","BURGLARY-3","D","3","6","15","3","D1E1","PDO","NO"
"325","27","25-29","B","1","ROBBERY-1 >78","B","5","9","6","6","B1C1E1","VFO","NO"
"326","50","40+","B","2","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","YES"
"327","39","30-39","H","4","BURGLARY-3","D","2","0","4","0","D1D1","PDO","NO"
"328","31","30-39","H","1","BURGLARY-3","D","3","0","9","0","D3","PDO","NO"
"329","50","40+","W","3","ROBBERY-1 >78","B","8","6","10","0","B1","VFO","NO"
"330","68","40+","W","2","ATT ASSAULT-1 >96","C","16","0","99","99","C1E1B1","VFO","NO"
"331","28","25-29","W","2","ATT ASSAULT-1 >96","C","6","0","7","0","C1","VFO","NO"
"332","25","25-29","W","1","ATT BURGLARY-3","E","1","0","3","0","E1  ","PDO","YES"
"333","26","25-29","B","1","ATT CPW-3/NON-VFO","E","1","0","3","0","E1  ","CVO","YES"
"334","42","40+","B","1","ATT ASSAULT-2","E","2","0","4","0","E1E1","VFO","NO"
"335","51","40+","B","2","ROBBERY-1 >78","B","20","0","99","99","B3C1C1","VFO","YES"
"336","28","25-29","W","1","ATT BURGLARY-2","D","4","3","5","0","D1D1D1","VFO","NO"
"337","54","40+","B","3","ROBBERY-2 >78","C","16","0","99","99","C1D3 ","VFO","YES"
"338","39","30-39","W","2","ASSAULT-2","D","2","11","3","6","D1E1 ","VFO","NO"
"339","28","25-29","B","1","CSCS-3 >79","B","4","0","7","0","D1B1B1","PDO","NO"
"340","22","<25","H","1","BURGLARY-2","C","4","3","5","0","C1  ","VFO","NO"
"341","20","<25","B","1","ROBBERY-2 >78","C","4","3","5","0","C1  ","VFO","YES"
"342","18","<25","B","1","BURGLARY-3","D","1","0","3","0","D1","PDO","NO"
"343","52","40+","B","3","BURGLARY-2","C","16","0","99","99","C4+D1D1","VFO","YES"
"344","48","40+","W","3","BURGLARY-3","D","2","6","5","0","D1  ","PDO","YES"
"345","37","30-39","B","3","CPW-3/NON-VFO","D","3","0","6","0","D1","CVO","NO"
"346","52","40+","B","3","BURGLARY-2","C","8","1","9","6","C1  ","VFO","NO"
"347","52","40+","W","4","CPSP-3","D","3","0","6","0","D1","PDO","NO"
"348","22","<25","B","1","ROBBERY-1 >78","B","4","3","5","0","B2C1C1","VFO","NO"
"349","47","40+","B","3","CP FORG INST-2","D","1","0","3","0","D1","PDO","NO"
"350","29","25-29","W","2","ATT BURGLARY-2","D","4","3","5","0","D1  ","VFO","NO"
"351","29","25-29","B","1","RAPE-2","D","2","6","3","0","D1D1D1","CVO","NO"
"352","24","<25","B","1","CPW-2 >78","C","2","11","3","6","C1D1 ","VFO","NO"
"353","44","40+","B","2","ROBBERY-3","D","2","6","5","0","D1","CVO","NO"
"354","32","30-39","B","4","BURGLARY-3","D","2","0","4","0","D4+","PDO","NO"
"355","33","30-39","B","1","ATT CPW-3/NON-VFO","E","1","6","3","0","E1  ","CVO","NO"
"356","20","<25","B","1","CPW-2 >78","C","2","11","3","6","C1","VFO","NO"
"357","30","30-39","W","1","ROBBERY-2 >78","C","10","3","12","0","C4+B3E3","VFO","NO"
"358","50","40+","B","1","CPSP-4","E","1","6","3","0","E2  ","PDO","NO"
"359","49","40+","H","3","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"360","27","25-29","W","2","GRAND LARCENY-4","E","1","8","5","2","E1","PDO","NO"
"361","54","40+","B","7","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"362","33","30-39","H","2","ASSAULT-2","D","2","6","3","0","D1D1 ","VFO","NO"
"363","45","40+","W","1","GRD LRCNY AUTO4","E","1","6","3","0","E1  ","PDO","NO"
"364","36","30-39","H","1","BURGLARY-3","D","1","6","4","6","D1D1","PDO","NO"
"365","42","40+","W","1","ROBBERY-3","D","3","0","6","0","D1","CVO","NO"
"366","50","40+","B","3","BURGLARY-3","D","2","0","4","0","D1  ","PDO","NO"
"367","47","40+","B","2","MURDER-2","A","25","0","99","99","A1D1D1","VFO","YES"
"368","29","25-29","W","2","BURGLARY-3","D","1","3","4","0","D1E1","PDO","YES"
"369","19","<25","W","1","ATT MURDER-2","B","4","6","12","0","B2E1","VFO","NO"
"370","26","25-29","B","1","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"371","23","<25","W","1","CSCS-4 >79","C","1","8","2","0","C1","PDO","NO"
"372","18","<25","B","1","RECK ENDANG-1","D","2","0","6","0","D1","CVO","NO"
"373","34","30-39","B","1","RAPE-1 >78","B","9","6","11","0","B1C1 ","VFO","YES"
"374","46","40+","W","1","ATT ASSAULT-2","E","1","6","3","0","E1  ","VFO","NO"
"375","22","<25","B","1","BURGLARY-3","D","2","6","5","0","D1","PDO","YES"
"376","62","40+","H","3","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","YES"
"377","29","25-29","H","3","CONSPIRACY-4","E","3","5","4","0","B2B2B4+","PDO","NO"
"378","47","40+","B","3","GRAND LARCENY-4","E","2","0","4","0","E1E1","PDO","NO"
"379","22","<25","B","1","CONSPIRACY-3","D","2","11","3","6","C1D1 ","PDO","NO"
"380","27","25-29","B","1","DWI 2ND OFF","E","1","4","4","0","E2","PDO","YES"
"381","30","30-39","W","2","SOR VIOL 1ST>07","E","1","0","3","0","E1","CVO","NO"
"382","28","25-29","W","2","BURGLARY-3","D","3","6","7","0","D3E1","PDO","NO"
"383","43","40+","H","1","CPW-3/NON-VFO","D","2","6","4","0","D1B3B3","CVO","NO"
"384","24","<25","B","1","CONSPIRACY-4","E","1","0","3","0","E1D1D1","PDO","NO"
"385","34","30-39","B","4","ROBBERY-3","D","2","6","5","0","D1","CVO","NO"
"386","41","40+","B","3","CONSPIRACY-4","E","5","1","6","0","B1E1 ","PDO","NO"
"387","60","40+","W","1","DWI 3RD/SUBSQNT","D","1","0","3","0","D1E1 ","PDO","YES"
"388","21","<25","B","1","ATT ROBBERY-2 >78","D","1","8","3","0","D1","VFO","NO"
"389","32","30-39","H","1","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"390","31","30-39","H","3","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"391","42","40+","W","3","ATT ROBBERY-3","E","2","0","4","0","E1","CVO","NO"
"392","28","25-29","H","3","ATT ASSAULT-2","E","2","0","4","0","E1","VFO","NO"
"393","47","40+","H","1","MURDER-2","A","19","0","99","99","A1D1D1","VFO","NO"
"394","24","<25","W","1","PRO OBS PFM CHD","D","1","0","3","0","D1","CVO","NO"
"395","54","40+","W","1","BAIL JUMPING-2","E","1","10","3","8","E1  ","PDO","NO"
"396","32","30-39","W","2","BURGLARY-2","C","6","0","7","0","C1  ","VFO","NO"
"397","22","<25","B","1","ATT ROBBERY-2 >78","D","3","5","4","0","D1  ","VFO","YES"
"398","45","40+","B","5","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"399","28","25-29","H","2","ASSAULT-2","D","5","1","6","0","D1D1 ","VFO","NO"
"400","26","25-29","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"401","42","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1  ","PDO","YES"
"402","32","30-39","B","3","BURGLARY-3","D","2","0","4","0","D1  ","PDO","NO"
"403","34","30-39","W","1","GRD LRCNY AUTO4","E","1","6","3","0","E1E1","PDO","NO"
"404","25","25-29","B","1","MANSLAUGHTER-2","C","2","0","6","0","C1","CVO","NO"
"405","52","40+","B","3","ATT ROBBERY-2 >78","D","12","0","99","99","D1  ","VFO","YES"
"406","52","40+","B","3","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"407","33","30-39","H","4","CPCS-3 >79","B","1","8","2","0","B1  ","PDO","NO"
"408","48","40+","H","2","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"409","49","40+","W","3","AGGR UNLIC OP 1","E","1","0","3","0","E1E1","PDO","NO"
"410","26","25-29","B","1","CPSP-3","D","2","0","4","0","D1D1B1","PDO","YES"
"411","32","30-39","W","1","RAPE-3","E","1","0","3","0","E1  ","CVO","NO"
"412","50","40+","W","3","DWI 2ND OFF","E","2","10","7","0","E1E1","PDO","NO"
"413","36","30-39","B","4","CPCS-3 >79","B","3","5","4","0","B1","PDO","NO"
"414","42","40+","B","1","MURDER-2","A","26","6","99","99","A1C1E1","VFO","NO"
"415","30","30-39","W","2","GRAND LARCENY-4","E","1","0","4","0","E1  ","PDO","NO"
"416","19","<25","B","1","BURGLARY-3","D","1","0","3","0","D1","PDO","NO"
"417","32","30-39","W","2","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","NO"
"418","49","40+","W","1","MURDER-2","A","26","6","99","99","A1C1B1","VFO","NO"
"419","20","<25","B","1","CONSPIRACY-2","B","2","0","6","0","B1","PDO","NO"
"420","50","40+","W","1","DWAI DRUGS 2ND","E","1","0","4","0","E1E1","PDO","NO"
"421","43","40+","B","5","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"422","38","30-39","B","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"423","49","40+","B","4","CPSP-3","D","2","0","4","0","D1  ","PDO","YES"
"424","28","25-29","B","2","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"425","44","40+","W","3","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"426","45","40+","B","5","CPSP-3","D","2","0","4","0","D1  ","PDO","NO"
"427","51","40+","B","4","ATT ASSAULT-2","E","6","0","12","0","E3","VFO","NO"
"428","56","40+","H","2","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"429","25","25-29","B","1","ARSON-3","C","5","1","9","0","C1B3B3","CVO","NO"
"430","35","30-39","B","2","ATT ROBBERY-2 >78","D","5","1","6","0","D1","VFO","YES"
"431","43","40+","B","1","MURDER-2","A","18","0","99","99","A1D1","VFO","NO"
"432","62","40+","B","1","RAPE-1 >78","B","25","0","99","99","B1D1 ","VFO","YES"
"433","49","40+","B","3","ATT ARSON-3","D","2","0","4","0","D1  ","CVO","NO"
"434","57","40+","B","3","GRAND LARCENY-4","E","13","3","15","0","B1E1E1","PDO","NO"
"435","19","<25","B","1","ROBBERY-3","D","1","8","5","0","D1","CVO","NO"
"436","55","40+","B","3","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","YES"
"437","56","40+","B","1","CPSP-4","E","1","6","3","0","E1  ","PDO","NO"
"438","22","<25","B","1","CPW-2 >78","C","3","5","4","0","C1","VFO","NO"
"439","48","40+","W","2","DWI 3RD/SUBSQNT","D","1","4","4","0","D1E1 ","PDO","YES"
"440","26","25-29","B","1","BURGLARY-3","D","3","0","6","0","D1  ","PDO","YES"
"441","31","30-39","B","1","BURGLARY-3","D","2","0","4","0","D1  ","PDO","YES"
"442","30","30-39","W","2","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"443","32","30-39","W","1","ATT BURGLARY-2","D","1","8","3","0","D1D1 ","VFO","YES"
"444","49","40+","B","1","MURDER-2","A","25","0","99","99","A1B1C1","VFO","NO"
"445","49","40+","W","3","BURGLARY-3","D","2","4","7","0","D2E1","PDO","NO"
"446","33","30-39","H","2","ATT ROBBERY-1 >78","C","6","10","8","0","C1","VFO","NO"
"447","54","40+","O","4","ATT BURGLARY-2","D","20","0","99","99","D1","VFO","YES"
"448","40","40+","W","1","GRAND LARCENY-3","D","1","0","3","0","D1D4+D4+","PDO","YES"
"449","44","40+","W","1","AGGRAV DWI-1 PR","E","2","0","6","0","D2E1 ","PDO","YES"
"450","22","<25","B","1","ROBBERY-2 >78","C","6","0","7","0","C2  ","VFO","NO"
"451","42","40+","B","2","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","NO"
"452","37","30-39","B","2","CPSP-4","E","2","0","4","0","E1","PDO","NO"
"453","29","25-29","B","3","CPCS-3 >79","B","2","11","3","6","B1D1","PDO","NO"
"454","43","40+","W","4","CRIM MISCHIEF-2","D","2","0","4","0","D1","PDO","NO"
"455","37","30-39","H","3","CPW-2 >78","C","5","1","6","0","C1D1 ","VFO","NO"
"456","36","30-39","B","5","CPCS-5 >79","D","1","3","1","6","D1","PDO","NO"
"457","44","40+","W","1","ENTRPSE CORRUPT","B","1","6","4","6","B1  ","PDO","YES"
"458","31","30-39","H","2","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"459","31","30-39","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1  ","PDO","YES"
"460","22","<25","H","1","ATT ASSAULT-2","E","1","4","4","0","E1  ","VFO","NO"
"461","23","<25","H","1","MANSLAUGHTER-2","C","3","0","9","0","C1","CVO","NO"
"462","57","40+","B","1","BAIL JUMPING-2","E","1","10","3","0","E1E1D1","PDO","NO"
"463","49","40+","H","4","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"464","28","25-29","W","2","ATT BURGLARY-2","D","2","11","3","6","D1","VFO","NO"
"465","26","25-29","B","2","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"466","40","40+","H","3","AGGR UNLIC OP 1","E","1","6","3","0","E1E1E1","PDO","NO"
"467","44","40+","H","2","ROBBERY-1 >78","B","14","6","17","0","B1B2 ","VFO","NO"
"468","40","40+","B","3","CPCS-5 >79","D","1","8","2","0","D1  ","PDO","YES"
"469","45","40+","B","1","CPW-3/NON-VFO","D","2","0","6","0","D1","CVO","NO"
"470","29","25-29","W","1","ATT BURGLARY-3","E","1","6","3","0","E1  ","PDO","NO"
"471","53","40+","B","2","ROBBERY-1 >78","B","20","0","40","0","B2B1B1","VFO","NO"
"472","48","40+","B","2","ROBBERY-1 >78","B","12","10","15","0","B4+B1C1","VFO","NO"
"473","26","25-29","B","2","CRIM MISCHIEF-2","D","2","0","4","0","D1","PDO","NO"
"474","32","30-39","W","1","BURGLARY-3","D","2","4","7","0","D1D1","PDO","NO"
"475","32","30-39","H","1","RAPE-3","E","1","0","3","0","E1  ","CVO","YES"
"476","30","30-39","H","2","BURGLARY-3","D","3","0","6","0","D1  ","PDO","YES"
"477","42","40+","W","2","DWI 2ND OFF","E","1","4","4","0","E1","PDO","NO"
"478","27","25-29","W","1","CRIM MISCHIEF-2","D","1","4","4","0","D1E1 ","PDO","YES"
"479","32","30-39","B","1","ATT PRISON CONTR-1","E","1","6","3","0","E1  ","PDO","NO"
"480","21","<25","W","1","BURGLARY-3","D","2","0","6","0","D1  ","PDO","YES"
"481","36","30-39","B","3","BURGLARY-3","D","2","6","5","0","D2D1","PDO","NO"
"482","20","<25","B","1","CONSPIRACY-4","E","1","0","3","0","E1  ","PDO","YES"
"483","49","40+","B","4","CPSP-4","E","2","0","4","0","E1E1","PDO","NO"
"484","42","40+","W","2","UNAUT USE VEH-2","E","1","6","3","0","E1  ","PDO","YES"
"485","36","30-39","B","1","ENTRPSE CORRUPT","B","2","3","6","9","B1D1","PDO","NO"
"486","22","<25","B","1","ROBBERY-2 >78","C","5","10","4","0","C2C1E1","VFO","NO"
"487","45","40+","B","1","MURDER-2","A","25","0","99","99","A1B1E1","VFO","YES"
"488","30","30-39","W","1","DWI 2ND OFF","E","1","4","4","0","E1  ","PDO","YES"
"489","33","30-39","H","1","BURGLARY-2","C","5","1","6","0","C1D4+ ","VFO","NO"
"490","39","30-39","H","1","MURDER-2","A","20","0","99","99","A2B1B1","VFO","NO"
"491","45","40+","H","3","ATT CPCS-5 >79","E","1","8","2","0","E1","PDO","NO"
"492","71","40+","W","1","DEFRAUD-1","E","1","0","3","0","E1E2D1","PDO","YES"
"493","31","30-39","W","2","BURGLARY-3","D","2","0","4","0","D1  ","PDO","YES"
"494","34","30-39","B","3","CP FORG INST-2","D","2","0","4","0","D1D1 ","PDO","NO"
"495","41","40+","W","1","GRAND LARCENY-2","C","3","0","9","0","C1  ","PDO","YES"
"496","38","30-39","H","3","AUTO STRIP-2","E","2","0","4","0","E1","PDO","NO"
"497","23","<25","W","1","PRO SEX PFM CHD","D","1","3","3","9","D1","CVO","NO"
"498","27","25-29","B","1","CSCS-3 >79","B","6","7","3","0","B1E1E1","PDO","NO"
"499","42","40+","H","4","BURGLARY-3","D","2","0","4","0","D1  ","PDO","NO"
"500","34","30-39","H","1","MANSLTER1>78'","B","14","6","17","0","B1  ","VFO","NO"
"501","46","40+","B","2","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"502","18","<25","W","1","CRIM POS FIRARM","E","1","0","3","0","E1","CVO","YES"
"503","26","25-29","H","1","MANSLTER1>78'","B","8","4","9","6","B1E1","VFO","NO"
"504","28","25-29","B","1","CSCS-3 >79","B","3","5","4","0","B1B1E1","PDO","NO"
"505","31","30-39","B","1","ROBBERY-1 >78","B","12","10","15","0","B2E1 ","VFO","NO"
"506","29","25-29","H","1","CP FORG INST-2","D","2","11","4","0","D1D1 ","PDO","NO"
"507","29","25-29","W","1","BURGLARY-3","D","8","3","9","6","C1C1D1","PDO","NO"
"508","52","40+","H","3","BURGLARY-3","D","7","0","14","0","D2","PDO","NO"
"509","45","40+","H","1","ATT ASSAULT-2","E","1","4","4","0","E1  ","VFO","YES"
"510","44","40+","W","2","DWI 2ND OFF","E","1","0","3","0","E1E1","PDO","NO"
"511","25","25-29","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"512","39","30-39","H","2","BURGLARY-2","C","4","3","5","0","C1  ","VFO","NO"
"513","37","30-39","W","2","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"514","42","40+","W","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"515","40","40+","H","1","CSCS-3 >79","B","3","5","4","0","B1D1 ","PDO","NO"
"516","31","30-39","W","1","BURGLARY-3","D","1","4","4","0","E1D1 ","PDO","YES"
"517","24","<25","H","1","ROBBERY-1 >78","B","6","0","7","0","B1D1E1","VFO","NO"
"518","55","40+","W","1","GRAND LARCENY-3","D","1","4","4","0","D1","PDO","NO"
"519","33","30-39","H","1","ATT ROBBERY-1 >78","C","7","6","3","0","C1E2 ","VFO","NO"
"520","34","30-39","H","2","ATT CPW-3/NON-VFO","E","1","6","3","0","E1E1","CVO","NO"
"521","33","30-39","H","3","CSCS-3 >79","B","1","8","3","0","E1B1 ","PDO","YES"
"522","51","40+","B","4","ATT ROBBERY-1 >78","C","6","0","7","0","C1  ","VFO","NO"
"523","23","<25","W","1","BURGLARY-3","D","4","8","14","0","D2D2E1","PDO","YES"
"524","38","30-39","B","1","DEFRAUD-1","E","1","0","3","0","E1  ","PDO","YES"
"525","31","30-39","H","1","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"526","51","40+","B","3","ATT BURGLARY-3","E","2","0","4","0","E1  ","PDO","YES"
"527","23","<25","B","1","CP FORG INST-1","C","1","0","3","0","C1C1 ","PDO","YES"
"528","62","40+","O","1","MANSLTER1>78'","B","12","0","25","0","B1D1D1","VFO","NO"
"529","28","25-29","B","2","CSCS-5 >79","D","3","7","3","0","E1D1 ","PDO","NO"
"530","36","30-39","W","2","MANSLAUGHTER-2","C","12","0","14","0","C1C2 ","CVO","NO"
"531","36","30-39","B","3","CPSP-4","E","5","4","8","0","E1E1E1","PDO","NO"
"532","34","30-39","B","2","CPW-2 >78","C","4","3","5","0","C1D1 ","VFO","YES"
"533","41","40+","B","1","POS CHLD SX PER","E","2","0","6","0","E2","CVO","NO"
"534","23","<25","B","1","ATT ROBBERY-1 >78","C","6","0","7","0","C1  ","VFO","NO"
"535","47","40+","W","2","GRAND LARCENY-4","E","3","0","6","0","D1E1E1","PDO","YES"
"536","41","40+","W","2","AGGRAV DWI-2 PR","D","1","6","4","6","D1","PDO","NO"
"537","37","30-39","B","2","ATT BURGLARY-2","D","6","7","7","6","D1E1","VFO","NO"
"538","35","30-39","H","2","FAIL REG:SEX >1","D","3","0","6","0","D1  ","CVO","YES"
"539","33","30-39","W","1","POS CHLD SX PER","E","2","0","4","0","E1","CVO","NO"
"540","33","30-39","H","1","ROBBERY-3","D","3","0","6","0","D1B1","CVO","NO"
"541","35","30-39","H","1","ATT ROBBERY-2 >78","D","5","6","6","0","B1D1D1","VFO","YES"
"542","42","40+","H","2","ATT CPW-3/NON-VFO","E","1","0","3","0","E1","CVO","NO"
"543","26","25-29","W","1","GRAND LARCENY-3","D","2","0","6","0","D2E1E1","PDO","YES"
"544","38","30-39","H","2","ATT CSCS-3 >79","C","3","10","4","6","C1  ","PDO","NO"
"545","59","40+","H","2","SEXUAL ABUSE-1","D","1","8","4","0","E1D1","VFO","NO"
"546","44","40+","H","2","AGGR UNLIC OP 1","E","1","0","3","0","E1E1","PDO","NO"
"547","26","25-29","H","1","BURGLARY-3","D","2","6","5","0","D1  ","PDO","NO"
"548","51","40+","W","1","DWI 2ND OFF","E","2","0","6","0","E1E2 ","PDO","YES"
"549","49","40+","H","4","BURGLARY-3","D","2","6","5","0","D1","PDO","NO"
"550","45","40+","H","4","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"551","36","30-39","B","1","ATT ROBBERY-2 >78","D","20","0","99","99","A1B1D1","VFO","NO"
"552","51","40+","B","2","AGGR CRIM CNTPT","D","2","0","4","0","D1E1 ","PDO","NO"
"553","45","40+","W","1","INS FRAUD-2 >86","C","2","0","6","0","C1  ","PDO","YES"
"554","58","40+","W","4","ROBBERY-3","D","2","6","5","0","D1E1","CVO","NO"
"555","49","40+","W","1","MANSLAUGHTER-2","C","3","0","9","0","C1D1","CVO","NO"
"556","29","25-29","W","1","ATT ASSAULT-2","E","1","6","3","0","E1  ","VFO","NO"
"557","37","30-39","W","1","CONSPIRACY-2","B","7","6","15","0","B1","PDO","NO"
"558","50","40+","B","4","CSCS-5 >79","D","3","5","4","0","D1","PDO","NO"
"559","46","40+","H","4","ATT ROBBERY-2 >78","D","12","0","99","99","D1","VFO","NO"
"560","64","40+","W","1","GRAND LARCENY-2","C","1","0","3","0","C1  ","PDO","YES"
"561","37","30-39","W","1","DWI 2ND OFF","E","1","4","4","0","E1E1","PDO","YES"
"562","60","40+","O","1","ATT INDC MAT-MINR-1","E","1","0","3","0","E4+","PDO","NO"
"563","27","25-29","O","1","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"564","18","<25","W","1","ATT CSCS-3 >79","C","1","3","3","0","C1C1 ","PDO","YES"
"565","57","40+","B","1","MURDER-2","A","20","0","99","99","A1C2 ","VFO","YES"
"566","28","25-29","B","1","CPW-3/NON-VFO","D","2","0","4","0","D1  ","CVO","NO"
